current_path	proposed_path	disposition	confidence	routing_rule	rationale
Grad Recruiting/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/AI Detector - Trusted AI Checker for ChatGPT, GPT5 & Gemini.png	recruiting/applications/2026-graduate/general-writing-review/AI Detector - Trusted AI Checker for ChatGPT, GPT5 & Gemini.png	proposed-move	high	Grad Recruiting/AI Detector - Trusted AI Checker for ChatGPT, GPT5 & Gemini.png	Screenshot documents an AI-detector review of application-style writing based on Forte Capital experience.
Grad Recruiting/Amex/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/Amex/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Amex/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/Amex/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Axiom Bus. Devlop./.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/Axiom Bus. Devlop./.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Axiom Bus. Devlop./Leo_Goldberg_Axiom_Cover_Letter.docx	recruiting/applications/2026-graduate/Axiom Bus. Devlop./Leo_Goldberg_Axiom_Cover_Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/BNP Notebook.pdf	experience-and-portfolio/employers/BNP Paribas/BNP Notebook.pdf	proposed-move	medium	Grad Recruiting/BNP Notebook.pdf	Likely internship/employer notes; inspect before physical move.
Grad Recruiting/BNP/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/BNP/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/BNP/Interview DOc.docx	recruiting/applications/2026-graduate/BNP/Interview DOc.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/BNP/Interview Questions.docx	recruiting/applications/2026-graduate/BNP/Interview Questions.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/BNP/Role Description.png	recruiting/applications/2026-graduate/BNP/Role Description.png	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Bloomberg Market Concepts Certificate of Completion.jpg	career-core/certifications/Bloomberg Market Concepts Certificate of Completion.jpg	proposed-move	high	Grad Recruiting/Bloomberg Market Concepts Certificate of Completion.jpg	Reusable certification evidence.
Grad Recruiting/CIBC/Equity Derivative Sales Role Des. .pdf	recruiting/applications/2026-graduate/CIBC/Equity Derivative Sales Role Des. .pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/CIBC/Equity Derivative Sales/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/CIBC/Equity Derivative Sales/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/CIBC/Equity Derivative Sales/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/CIBC/Equity Derivative Sales/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/CIBC/Equity Derivative Sales/~$o Goldberg Cover Letter.docx	legacy-unclassified/system-metadata/Grad Recruiting/CIBC/Equity Derivative Sales/~$o Goldberg Cover Letter.docx	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/CIBC/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/CIBC/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/CIBC/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/CIBC/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Certifications/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/Certifications/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Certifications/Bloomberg Market Concepts Certificate of Completion.png	career-core/certifications/Grad Recruiting Imports/Bloomberg Market Concepts Certificate of Completion.png	move-as-bundle	high	Grad Recruiting/Certifications/	Reusable credentials belong in career core.
Grad Recruiting/Certifications/Cintra.png	career-core/certifications/Grad Recruiting Imports/Cintra.png	move-as-bundle	high	Grad Recruiting/Certifications/	Reusable credentials belong in career core.
Grad Recruiting/Certifications/JPEG VERSIONS/Bloomberg Market Concepts Certificate of Completion.jpg	career-core/certifications/Grad Recruiting Imports/JPEG VERSIONS/Bloomberg Market Concepts Certificate of Completion.jpg	move-as-bundle	high	Grad Recruiting/Certifications/	Reusable credentials belong in career core.
Grad Recruiting/Certifications/JPEG VERSIONS/Wall Street Prep Excel Certification.jpg	career-core/certifications/Grad Recruiting Imports/JPEG VERSIONS/Wall Street Prep Excel Certification.jpg	move-as-bundle	high	Grad Recruiting/Certifications/	Reusable credentials belong in career core.
Grad Recruiting/Certifications/PDF/Bloomberg Market Concepts Certificate of Completion.pdf	career-core/certifications/Grad Recruiting Imports/PDF/Bloomberg Market Concepts Certificate of Completion.pdf	move-as-bundle	high	Grad Recruiting/Certifications/	Reusable credentials belong in career core.
Grad Recruiting/Certifications/PDF/Wall Street Prep Excel Certificate of Completion (1).pdf	career-core/certifications/Grad Recruiting Imports/PDF/Wall Street Prep Excel Certificate of Completion (1).pdf	move-as-bundle	high	Grad Recruiting/Certifications/	Reusable credentials belong in career core.
Grad Recruiting/Certifications/Wall Street Prep Excel Certificate of Completion.png	career-core/certifications/Grad Recruiting Imports/Wall Street Prep Excel Certificate of Completion.png	move-as-bundle	high	Grad Recruiting/Certifications/	Reusable credentials belong in career core.
Grad Recruiting/Cintra/Leo Golberg Cover Letter.docx	recruiting/applications/2026-graduate/Cintra/Leo Golberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Cintra/Leo Golberg Cover Letter.pdf	recruiting/applications/2026-graduate/Cintra/Leo Golberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/DHI Mortgage/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/DHI Mortgage/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/DHI Mortgage/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/DHI Mortgage/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/DTCC.pdf	recruiting/applications/2026-graduate/DTCC/DTCC.pdf	proposed-move	medium	Grad Recruiting/DTCC.pdf	Likely DTCC opportunity-specific material.
Grad Recruiting/DTCC/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/DTCC/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/DTCC/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/DTCC/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Fitch Ratings/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/Fitch Ratings/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Fitch Ratings/DTCC Stress Testing & Liquidity Analyst.pdf	recruiting/applications/2026-graduate/Fitch Ratings/DTCC Stress Testing & Liquidity Analyst.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Fitch Ratings/Fitch Corp CreditSights Program.pdf	recruiting/applications/2026-graduate/Fitch Ratings/Fitch Corp CreditSights Program.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Fitch Ratings/Leo Goldberg Cover Letter CreditSights.pdf	recruiting/applications/2026-graduate/Fitch Ratings/Leo Goldberg Cover Letter CreditSights.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Fitch Ratings/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/Fitch Ratings/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Fitch Ratings/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/Fitch Ratings/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/General Apps Full Details/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/General Apps Full Details/2026 April - Financial Advisor Development Program - Tampa | UBS Job Board for Graduates.png	recruiting/applications/2026-graduate/General Apps Full Details/2026 April - Financial Advisor Development Program - Tampa | UBS Job Board for Graduates.png	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Ardian Primaries & Secondaries Analyst.png	recruiting/applications/2026-graduate/General Apps Full Details/Ardian Primaries & Secondaries Analyst.png	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Associate Analyst Program, Fitch Ratings, New York - July 2026 _ Fitch Ratings _ LinkedIn.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Associate Analyst Program, Fitch Ratings, New York - July 2026 _ Fitch Ratings _ LinkedIn.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Axiom business development.png	recruiting/applications/2026-graduate/General Apps Full Details/Axiom business development.png	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/BMO Credit Analyst.pdf	recruiting/applications/2026-graduate/General Apps Full Details/BMO Credit Analyst.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Capital Markets Research JLL.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Capital Markets Research JLL.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Cintra.png	recruiting/applications/2026-graduate/General Apps Full Details/Cintra.png	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Corporate Banking Citi.png	recruiting/applications/2026-graduate/General Apps Full Details/Corporate Banking Citi.png	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Corporate Banking Relationship Manager - Analyst at Santander Holdings USA Inc.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Corporate Banking Relationship Manager - Analyst at Santander Holdings USA Inc.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/DB/DB Cover Letter.docx	recruiting/applications/2026-graduate/General Apps Full Details/DB/DB Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/DB/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/General Apps Full Details/DB/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/DB/Leo_Goldberg_Cover_Letter_DeutscheBank.docx	recruiting/applications/2026-graduate/General Apps Full Details/DB/Leo_Goldberg_Cover_Letter_DeutscheBank.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Deutsche Bank | Deutsche Bank Graduate Program – Private Bank – Wealth Management – New York – 2026Y.png	recruiting/applications/2026-graduate/General Apps Full Details/Deutsche Bank | Deutsche Bank Graduate Program – Private Bank – Wealth Management – New York – 2026Y.png	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Fitch Rating Analyst Program.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Fitch Rating Analyst Program.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Job Descriptions/AMEX Debit Payments Consulting.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Job Descriptions/AMEX Debit Payments Consulting.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Job Descriptions/BMO Corp Banking Finance.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Job Descriptions/BMO Corp Banking Finance.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Job Descriptions/CIBC Corporate Banking.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Job Descriptions/CIBC Corporate Banking.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Job Descriptions/DHI Mortgage Capital Markets Junior Trader.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Job Descriptions/DHI Mortgage Capital Markets Junior Trader.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Job Descriptions/Financial Analyst Raymond James.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Job Descriptions/Financial Analyst Raymond James.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Job Descriptions/Fund Finance SMBC.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Job Descriptions/Fund Finance SMBC.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Job Descriptions/Global Markets Analyst RBC.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Job Descriptions/Global Markets Analyst RBC.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Job Descriptions/MS High Yield Research.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Job Descriptions/MS High Yield Research.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Job Descriptions/RBC Capital Markets.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Job Descriptions/RBC Capital Markets.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Job Descriptions/SMBC Fund Finance.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Job Descriptions/SMBC Fund Finance.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Job Descriptions/Scotia Bank Derivative Product Group Analyst specialist.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Job Descriptions/Scotia Bank Derivative Product Group Analyst specialist.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/KKR (Global Atlantic) Institutional Markets.png	recruiting/applications/2026-graduate/General Apps Full Details/KKR (Global Atlantic) Institutional Markets.png	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/KKR Institutional Markets.png	recruiting/applications/2026-graduate/General Apps Full Details/KKR Institutional Markets.png	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Marsh McLennan Insurance -- Tax Optimizaiton M&A/Insurance Associate - Yacht Division _ Marsh McLennan Agency _ LinkedIn.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Marsh McLennan Insurance -- Tax Optimizaiton M&A/Insurance Associate - Yacht Division _ Marsh McLennan Agency _ LinkedIn.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/NYU Investment Analysis.pdf	recruiting/applications/2026-graduate/General Apps Full Details/NYU Investment Analysis.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Point 72 Markets.png	recruiting/applications/2026-graduate/General Apps Full Details/Point 72 Markets.png	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Raymond James Structured Products.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Raymond James Structured Products.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/SMBC All Desks Overview.pdf	recruiting/applications/2026-graduate/General Apps Full Details/SMBC All Desks Overview.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/SMBC | 2026 Analyst Program – Debt Capital MarketsYello Enterprise.png	recruiting/applications/2026-graduate/General Apps Full Details/SMBC | 2026 Analyst Program – Debt Capital MarketsYello Enterprise.png	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Santander FX Corp sales analyst.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Santander FX Corp sales analyst.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Scotia bank corp bank analyst.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Scotia bank corp bank analyst.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Sony Music - The Orchard.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Sony Music - The Orchard.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/VRC Portfolio Valuation.pdf	recruiting/applications/2026-graduate/General Apps Full Details/VRC Portfolio Valuation.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/Voya Entry Level Asset Aanalyst.pdf	recruiting/applications/2026-graduate/General Apps Full Details/Voya Entry Level Asset Aanalyst.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/General Apps Full Details/santander corp banking .pdf	recruiting/applications/2026-graduate/General Apps Full Details/santander corp banking .pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/IMG_2447.png	experience-and-portfolio/volunteering/Barcelona English Teaching/IMG_2447.png	proposed-move	high	Grad Recruiting/IMG_2447.png	Photo shows Leo volunteering with elementary-school English learners during study abroad.
Grad Recruiting/JPMC/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/JPMC/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/JPMC/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/JPMC/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/KKR/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/KKR/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/KKR/Cover Lettah/Goldberg,Leo.pdf	recruiting/applications/2026-graduate/KKR/Cover Lettah/Goldberg,Leo.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/KKR/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/KKR/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/KKR/Leo_Goldberg_KKR_DCM_Cover_Letter.docx	recruiting/applications/2026-graduate/KKR/Leo_Goldberg_KKR_DCM_Cover_Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/KKR/Resume/Leo Goldberg Resume.pdf	recruiting/applications/2026-graduate/KKR/Resume/Leo Goldberg Resume.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Leo Goldberg - Unofficial Transcript.pdf	career-core/transcripts/Leo Goldberg - Unofficial Transcript.pdf	proposed-move	high	Grad Recruiting/Leo Goldberg - Unofficial Transcript.pdf	Reusable transcript evidence.
Grad Recruiting/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/CIBC/Loan Syndication/Leo Goldberg Cover Letter.docx	proposed-move	high	Grad Recruiting/Leo Goldberg Cover Letter.docx	Content identifies CIBC US Analyst/Associate, Loan Syndication.
Grad Recruiting/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/Goldman Sachs/Global Banking and Markets FICC and Equities/Leo Goldberg Cover Letter.pdf	proposed-move	high	Grad Recruiting/Leo Goldberg Cover Letter.pdf	Content identifies the Goldman Sachs New Analyst Program in Global Banking and Markets FICC and Equities.
Grad Recruiting/Leo Goldberg Resume New York 2.docx	career-core/resumes/grad-recruiting/root-imports/Leo Goldberg Resume New York 2.docx	proposed-move	medium	Grad Recruiting/Leo Goldberg Resume New York 2.docx	Reusable resume version; audience and authority unresolved.
Grad Recruiting/Leo Goldberg Resume New York.docx	career-core/resumes/grad-recruiting/root-imports/Leo Goldberg Resume New York.docx	proposed-move	medium	Grad Recruiting/Leo Goldberg Resume New York.docx	Reusable resume version; audience and authority unresolved.
Grad Recruiting/Leo Goldberg Resume.pdf	career-core/resumes/grad-recruiting/root-imports/Leo Goldberg Resume.pdf	proposed-move	medium	Grad Recruiting/Leo Goldberg Resume.pdf	Reusable resume version; audience and authority unresolved.
Grad Recruiting/Leo Goldberg Transcript.pdf	career-core/transcripts/grad-recruiting/Leo Goldberg Transcript.pdf	proposed-move	medium	Grad Recruiting/Leo Goldberg Transcript.pdf	Reusable transcript candidate; currency unresolved. Separate path preserves provenance from the root copy.
Grad Recruiting/Leo Letter.docx	recruiting/interview-prep/role-interest-statements/Sales and Trading/Leo Letter.docx	proposed-move	high	Grad Recruiting/Leo Letter.docx	Narrative explains Leo's interest in the sales side of Sales and Trading; no specific employer or submission is named.
Grad Recruiting/Leo Letter.pdf	recruiting/interview-prep/role-interest-statements/Sales and Trading/Leo Letter.pdf	proposed-move	high	Grad Recruiting/Leo Letter.pdf	PDF counterpart of the Sales and Trading role-interest narrative.
Grad Recruiting/Leo_Goldberg_Cover_Letter_USBank.docx	recruiting/applications/2026-graduate/US Bank/Leo_Goldberg_Cover_Letter_USBank.docx	proposed-move	high	Grad Recruiting/Leo_Goldberg_Cover_Letter_USBank.docx	Opportunity-specific cover letter.
Grad Recruiting/MUFG/Description Growth and Middle market banking.pdf	recruiting/applications/2026-graduate/MUFG/Description Growth and Middle market banking.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Manhattan Associates/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/Manhattan Associates/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Manhattan Associates/Interviw Prep Behaviorals.docx	recruiting/applications/2026-graduate/Manhattan Associates/Interviw Prep Behaviorals.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Manhattan Associates/Leo_Interview_Prep_Behaviorals.docx	recruiting/applications/2026-graduate/Manhattan Associates/Leo_Interview_Prep_Behaviorals.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Manhattan Associates/Manhattan Associates Virtual Interviewing (Interviewee Tips).docx	recruiting/applications/2026-graduate/Manhattan Associates/Manhattan Associates Virtual Interviewing (Interviewee Tips).docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Manhattan Associates/Role Description - Workday.pdf	recruiting/applications/2026-graduate/Manhattan Associates/Role Description - Workday.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Manhattan Associates/Services Consultant Job Description.docx	recruiting/applications/2026-graduate/Manhattan Associates/Services Consultant Job Description.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Manhattan Associates/Techincals Practice.docx	recruiting/applications/2026-graduate/Manhattan Associates/Techincals Practice.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Masa/4 days a week elementary school.docx	recruiting/applications/2026-graduate/Masa/4 days a week elementary school.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Master Applications.xlsx	recruiting/trackers/Master Applications.xlsx	proposed-move	high	Grad Recruiting/Master Applications.xlsx	Candidate application tracker; authority remains unresolved.
Grad Recruiting/Master Netoworking.xlsx	recruiting/trackers/Master Netoworking.xlsx	proposed-move	high	Grad Recruiting/Master Netoworking.xlsx	Candidate networking tracker; preserve original spelling in first move.
Grad Recruiting/Master Recruiting.xlsx	recruiting/trackers/Master Recruiting.xlsx	proposed-move	high	Grad Recruiting/Master Recruiting.xlsx	Candidate combined tracker; authority remains unresolved.
Grad Recruiting/Peer Tutor Cover Letter/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/Peer Tutor Cover Letter/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Peer Tutor Cover Letter/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/Peer Tutor Cover Letter/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Peer Tutor Cover Letter/Leo Goldberg References.pdf	recruiting/applications/2026-graduate/Peer Tutor Cover Letter/Leo Goldberg References.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Personal Statement Sophia.pdf	reference-materials/personal-statement-examples/Personal Statement Sophia.pdf	proposed-move	high	Grad Recruiting/Personal Statement Sophia.pdf	Two-page Finance Scholars personal-statement example belonging to Sophia McCoy; reference material, not Leo's statement.
